latitude, longitude, hora, velocidade
-23.2279, -133.958, 2022-09-06 15:41:27.034690, 27549.538262625752
-28.0571, -129.298, 2022-09-06 15:43:10.232019, 27507.140537840427
-32.5925, -124.2747, 2022-09-06 15:44:50.767625, 27677.358438201958
-36.8465, -118.7183, 2022-09-06 15:46:31.679773, 27425.934285065236
-40.7659, -112.4876, 2022-09-06 15:48:12.238197, 27513.337494192867
-44.2563, -105.4729, 2022-09-06 15:49:53.094755, 27423.506814344233
-47.2058, -97.5994, 2022-09-06 15:51:33.661788, 27494.04884358276
-49.4908, -88.8683, 2022-09-06 15:53:14.185261, 27499.64933108749
-50.9852, -79.4538, 2022-09-06 15:54:54.757283, 27343.72612147173
-51.6106, -69.4833, 2022-09-06 15:56:35.299360, 27621.89488483546
-51.3078, -59.4894, 2022-09-06 15:58:16.406096, 27330.719247731256
-50.1039, -49.8315, 2022-09-06 15:59:57.076525, 27446.765420417047
-48.0782, -40.8278, 2022-09-06 16:01:37.674932, 27470.104103393976
-45.3456, -32.6552, 2022-09-06 16:03:18.237765, 27481.578359246258
-42.0308, -25.352, 2022-09-06 16:04:58.828492, 27479.55576299588
-38.2509, -18.8644, 2022-09-06 16:06:39.376497, 27496.80162944404
-34.1064, -13.0908, 2022-09-06 16:08:19.959970, 27493.793902394675
-29.6342, -7.8652, 2022-09-06 16:10:01.880774, 27412.55109575752
-24.9895, -3.1762, 2022-09-06 16:11:42.429770, 27520.004133941682
-20.1819, 1.1345, 2022-09-06 16:13:23.158260, 27480.48373260783
-15.2548, 5.1585, 2022-09-06 16:15:03.676072, 27544.361497077287
-10.243, 8.9772, 2022-09-06 16:16:44.198856, 27551.22883517813
-5.1014, 12.7179, 2022-09-06 16:18:26.402722, 27508.465928831953
-0.0338, 16.3208, 2022-09-06 16:20:06.945266, 27420.76910320047
5.0601, 19.9421, 2022-09-06 16:21:47.481728, 27564.34324888206
10.1294, 23.6283, 2022-09-06 16:23:28.048355, 27560.14481591625
15.1466, 27.4468, 2022-09-06 16:25:08.607204, 27564.23112964168
20.0812, 31.4704, 2022-09-06 16:26:49.204710, 27553.645116106214
24.8982, 35.7812, 2022-09-06 16:28:29.918828, 27524.33660742217
29.5543, 40.471, 2022-09-06 16:30:10.518864, 27555.007178061544
33.9963, 45.6443, 2022-09-06 16:31:51.068309, 27568.15420191752
38.1381, 51.3854, 2022-09-06 16:33:31.653872, 27420.752887170784
41.9383, 57.8689, 2022-09-06 16:35:12.236294, 27556.945085291158
45.2746, 65.1714, 2022-09-06 16:36:52.808359, 27560.05344258617
48.0288, 73.3487, 2022-09-06 16:38:33.390728, 27555.512908960416
50.075, 82.3646, 2022-09-06 16:40:13.945365, 27564.11368150931
51.2965, 92.0444, 2022-09-06 16:41:54.505559, 27563.11965993981
51.6124, 102.067, 2022-09-06 16:43:35.107208, 27552.216174318186
50.9999, 112.022, 2022-09-06 16:45:15.713869, 27551.232758738483
49.5021, 121.5181, 2022-09-06 16:46:56.287400, 27562.771255023803
47.2139, 130.2786, 2022-09-06 16:48:36.893168, 27557.75807655686
44.2575, 138.1763, 2022-09-06 16:50:17.717209, 27501.8668192664
40.7575, 145.2096, 2022-09-06 16:51:58.343313, 27561.05228827632
36.8274, 151.4538, 2022-09-06 16:53:38.916945, 27578.06173495514
32.5624, 157.0198, 2022-09-06 16:55:19.442743, 27594.24180095662
27.9938, 162.0731, 2022-09-06 16:57:01.206843, 27531.963239727073
23.2977, 166.6053, 2022-09-06 16:58:41.719155, 27465.250686172498
18.43, 170.8165, 2022-09-06 17:00:22.231132, 27619.50344974195
13.4588, 174.7667, 2022-09-06 17:02:02.764270, 27600.529089542295
8.4159, 178.5366, 2022-09-06 17:03:43.305841, 27595.976082683545
3.3558, -177.8207, 2022-09-06 17:05:23.825636, 27461.95160839773
-1.847, -174.1307, 2022-09-06 17:07:06.134814, 27651.95074982951
-7.0644, -170.399, 2022-09-06 17:08:49.313787, 27546.47141039998
-12.1181, -166.6676, 2022-09-06 17:10:29.858899, 27575.844098766484
-17.082, -162.7971, 2022-09-06 17:12:10.348490, 27446.367421024224
-21.9736, -158.6735, 2022-09-06 17:13:50.868367, 27565.646218638714
-26.7302, -154.2303, 2022-09-06 17:15:31.377343, 27559.98061520784
-31.3052, -149.3716, 2022-09-06 17:17:11.912440, 27541.428112135658
-35.6203, -144.0174, 2022-09-06 17:18:52.431987, 27398.08767672997
-39.6475, -137.9984, 2022-09-06 17:20:32.948915, 27526.364971941133
-43.2754, -131.2258, 2022-09-06 17:22:13.488993, 27510.912302640783
-46.3972, -123.6109, 2022-09-06 17:23:54.020127, 27504.62688168539
-48.881, -115.1715, 2022-09-06 17:25:34.548466, 27361.682017934658
-50.6285, -105.9065, 2022-09-06 17:27:15.059320, 27498.978898013
-51.5204, -96.0858, 2022-09-06 17:28:55.609502, 27483.282235955205
-51.4959, -86.0703, 2022-09-06 17:30:36.177333, 27474.776308416083
-50.557, -76.2717, 2022-09-06 17:32:16.671344, 27496.359781817126
-48.7784, -67.0904, 2022-09-06 17:33:57.206729, 27347.752863699254
-46.2489, -58.6542, 2022-09-06 17:35:37.749480, 27485.185508863604
-43.0994, -51.0879, 2022-09-06 17:37:18.287786, 27490.34531357293
-39.4505, -44.3607, 2022-09-06 17:38:58.808346, 27500.417800855466
-35.4082, -38.381, 2022-09-06 17:40:39.342933, 27503.816792084304
-31.0827, -33.0598, 2022-09-06 17:42:19.890828, 27370.356777645407
-26.5012, -28.2283, 2022-09-06 17:44:00.438980, 27515.267352001454
-21.7414, -23.8071, 2022-09-06 17:45:40.966668, 27529.305940914026
-16.849, -19.7007, 2022-09-06 17:47:21.465410, 27544.996967883242
-11.8611, -15.8245, 2022-09-06 17:49:01.999589, 27544.40015871902
-6.8099, -12.1033, 2022-09-06 17:50:42.799037, 27478.431296485698
-1.7234, -8.4685, 2022-09-06 17:52:23.326236, 27557.907505171457
3.3728, -4.8546, 2022-09-06 17:54:04.083503, 27501.283737120735
8.4528, -1.1974, 2022-09-06 17:55:44.599411, 27570.983327336256
13.5403, 2.6077, 2022-09-06 17:57:26.529771, 27463.425286700785
18.5053, 6.5571, 2022-09-06 17:59:07.191614, 27537.49233821846
23.3646, 10.7661, 2022-09-06 18:00:47.799017, 27553.649361688174
28.0775, 15.3232, 2022-09-06 18:02:28.336321, 27571.742219632397
32.5948, 20.3288, 2022-09-06 18:04:09.217874, 27477.05915990747
36.8549, 25.8951, 2022-09-06 18:05:49.812594, 27556.06167232906
40.78, 32.1396, 2022-09-06 18:07:30.354166, 27567.94913530242
44.2752, 39.1736, 2022-09-06 18:09:11.185852, 27488.859617052836
47.2273, 47.0727, 2022-09-06 18:10:51.717252, 27570.798135587564
49.5113, 55.835, 2022-09-06 18:12:32.247542, 27571.290173971098
51.0049, 65.3326, 2022-09-06 18:14:12.801617, 27563.912691368114
51.6131, 75.2887, 2022-09-06 18:15:53.388103, 27556.23104430836
51.2929, 85.3112, 2022-09-06 18:17:33.992757, 27552.95275988188
50.0752, 94.9429, 2022-09-06 18:19:14.519757, 27438.332162942766
48.0285, 103.9612, 2022-09-06 18:20:55.070902, 27572.3579710982
45.2731, 112.1415, 2022-09-06 18:22:35.603346, 27580.035167476555
41.8812, 119.5497, 2022-09-06 18:24:17.647147, 27581.784318560836
38.072, 126.0249, 2022-09-06 18:25:58.173905, 27589.807232066643
33.9222, 131.7591, 2022-09-06 18:27:38.725842, 27448.68648116369
29.4726, 136.9271, 2022-09-06 18:29:19.278290, 27588.672800020257
24.8092, 141.6134, 2022-09-06 18:30:59.816112, 27596.297485641608
19.9855, 145.9218, 2022-09-06 18:32:40.421914, 27577.96979727296
14.92, 150.0421, 2022-09-06 18:34:23.704119, 27533.140847728962
9.8949, 153.857, 2022-09-06 18:36:04.244272, 27596.87679507731
4.8193, 157.5425, 2022-09-06 18:37:44.804543, 27587.77904812273
-0.28, 161.1662, 2022-09-06 18:39:25.370211, 27583.51850564499
-5.3517, 164.7746, 2022-09-06 18:41:05.924692, 27444.40667036006
-10.4207, 168.4681, 2022-09-06 18:42:46.511872, 27565.5575093678
-15.4346, 172.2969, 2022-09-06 18:44:27.101385, 27559.292134285104
-20.3623, 176.3337, 2022-09-06 18:46:07.655819, 27558.90534752241
-25.1685, -179.3392, 2022-09-06 18:47:48.196680, 27554.860010862194
-29.8998, -174.5317, 2022-09-06 18:49:30.556976, 27591.78189955359
-34.3174, -169.3249, 2022-09-06 18:51:11.407410, 27448.266851264038
-38.4486, -163.5146, 2022-09-06 18:52:52.027779, 27501.951770013893
-42.2097, -156.9847, 2022-09-06 18:54:32.617561, 27499.99907269662
-45.4844, -149.6737, 2022-09-06 18:56:13.197452, 27357.58943172233
-48.1881, -141.4582, 2022-09-06 18:57:53.782462, 27485.025376329875
-50.1785, -132.418, 2022-09-06 18:59:34.319011, 27490.646964880874
-51.3422, -122.7353, 2022-09-06 19:01:14.892284, 27476.728519596792
-51.6022, -112.7361, 2022-09-06 19:02:55.683990, 27414.362062154298
-50.9401, -102.829, 2022-09-06 19:04:36.237947, 27477.52512982618
-49.4023, -93.3973, 2022-09-06 19:06:16.793432, 27477.83052807231
-47.0851, -84.7072, 2022-09-06 19:07:57.382158, 27471.17261198365
-44.1097, -76.8769, 2022-09-06 19:09:37.923544, 27489.13296134752
-40.6186, -69.9364, 2022-09-06 19:11:18.465407, 27355.574095033586
-36.687, -63.7386, 2022-09-06 19:12:58.989134, 27504.529143575917
-32.4248, -58.2101, 2022-09-06 19:14:39.522203, 27509.137458895548
-27.9076, -53.2336, 2022-09-06 19:16:20.044451, 27521.209614252457
-23.1249, -48.634, 2022-09-06 19:18:02.280993, 27471.08750184984
-18.2664, -44.4463, 2022-09-06 19:19:42.771624, 27545.05566242088
-13.3026, -40.5121, 2022-09-06 19:21:23.706260, 27431.917009987887
-8.2667, -36.7537, 2022-09-06 19:23:04.253912, 27544.900413067062
-3.1876, -33.1008, 2022-09-06 19:24:44.774081, 27558.693860290874
1.9083, -29.4875, 2022-09-06 19:26:25.344406, 27550.175846731792
6.9956, -25.8494, 2022-09-06 19:28:05.923860, 27552.588728904495
12.0229, -22.1403, 2022-09-06 19:29:46.453262, 27431.219767803315
17.013, -18.2536, 2022-09-06 19:31:27.044058, 27556.295442430906
21.9079, -14.1322, 2022-09-06 19:33:07.636091, 27556.02399102801
26.67, -9.6902, 2022-09-06 19:34:48.195548, 27567.250011758493
31.2528, -4.8312, 2022-09-06 19:36:28.791594, 27557.674679221593
35.5982, 0.5534, 2022-09-06 19:38:09.336427, 27570.509909614244
39.6339, 6.5807, 2022-09-06 19:39:49.913788, 27559.973561814742
43.2534, 13.33, 2022-09-06 19:41:30.457361, 27430.858877179562
46.3995, 20.9989, 2022-09-06 19:43:11.106938, 27675.13202409458
48.8987, 29.5068, 2022-09-06 19:44:51.831472, 27516.924751073246
50.6365, 38.7562, 2022-09-06 19:46:32.426505, 27414.763833839632
51.5242, 48.6091, 2022-09-06 19:48:13.033577, 27549.758949011106
51.4876, 58.7057, 2022-09-06 19:49:53.644135, 27686.760590496113
50.5293, 68.5282, 2022-09-06 19:51:34.504323, 27485.061424830474
48.717, 77.7687, 2022-09-06 19:53:15.128999, 27550.65908950438
46.1592, 86.2078, 2022-09-06 19:54:55.737474, 27558.82644632815
42.9813, 93.7711, 2022-09-06 19:56:36.325649, 27568.59821066644
39.3052, 100.4918, 2022-09-06 19:58:16.914358, 27570.999793609964
35.1318, 106.6037, 2022-09-06 20:00:00.328799, 27489.184970959734
30.7538, 111.9283, 2022-09-06 20:01:40.913293, 27579.485314304493
26.1451, 116.7395, 2022-09-06 20:03:21.511866, 27577.777260368715
21.3618, 121.145, 2022-09-06 20:05:02.030987, 27602.77749980546
16.4744, 125.2203, 2022-09-06 20:06:42.541685, 27468.209064005656
11.4712, 129.0902, 2022-09-06 20:08:23.120513, 27586.70360607294
6.4082, 132.8087, 2022-09-06 20:10:03.643578, 27599.79656800167
1.3135, 136.4447, 2022-09-06 20:11:44.160769, 27597.861887203668
-3.7614, 140.0452, 2022-09-06 20:13:24.678718, 27454.769613313874
-8.8421, 143.7108, 2022-09-06 20:15:05.189875, 27589.44641265961
-13.8762, 147.4897, 2022-09-06 20:16:45.704089, 27581.199697384945
-18.8343, 151.4531, 2022-09-06 20:18:26.237870, 27567.248775587686
-23.6825, 155.68, 2022-09-06 20:20:06.777561, 27556.689691457876
-28.3572, 160.2353, 2022-09-06 20:21:47.311274, 27411.001272854384
-32.8556, 165.2647, 2022-09-06 20:23:27.853140, 27535.62668218529
-37.0918, 170.8581, 2022-09-06 20:25:08.410649, 27521.59746468086
-40.9883, 177.1328, 2022-09-06 20:26:48.958458, 27515.387525679627
-44.4493, -175.8032, 2022-09-06 20:28:29.503177, 27505.74461400979
-47.4011, -167.7528, 2022-09-06 20:30:11.780151, 27435.99475146243
-49.6313, -158.9615, 2022-09-06 20:31:52.337393, 27488.0579396553
-51.0631, -149.5021, 2022-09-06 20:33:32.872866, 27352.16754553162
-51.62, -139.5124, 2022-09-06 20:35:13.440110, 27613.1098174111
-51.2527, -129.5802, 2022-09-06 20:36:54.118491, 27307.13111164426
-49.9885, -119.959, 2022-09-06 20:38:34.681648, 27476.092466027105
-47.91, -111.0099, 2022-09-06 20:40:15.284109, 27466.464167576632
-45.1332, -102.8983, 2022-09-06 20:41:55.856781, 27477.172113503828
-41.7829, -95.6547, 2022-09-06 20:43:36.428439, 27482.76546759602
-37.9748, -89.2203, 2022-09-06 20:45:16.971391, 27497.920827519953
-33.8087, -83.4922, 2022-09-06 20:46:57.527805, 27499.553508738794
-29.3882, -78.3775, 2022-09-06 20:48:38.087362, 27369.448089447716
-24.7104, -73.6898, 2022-09-06 20:50:18.622775, 27658.02522676274
-19.9197, -69.4197, 2022-09-06 20:51:59.420098, 27321.043803243716
-14.9875, -65.409, 2022-09-06 20:53:39.933966, 27544.120816148006
-9.9728, -61.5997, 2022-09-06 20:55:20.447731, 27550.153844625616
-4.9053, -57.9187, 2022-09-06 20:57:00.944442, 27562.963918596895
0.1878, -54.2993, 2022-09-06 20:58:41.487765, 27555.799781117363
6.0863, -50.0985, 2022-09-06 21:00:23.148760, 31577.1872076091
11.1223, -46.4099, 2022-09-06 21:02:18.703371, 23866.592455142607
16.1752, -42.5177, 2022-09-06 21:04:00.222053, 27575.500586692157
21.089, -38.4414, 2022-09-06 21:05:40.775142, 27568.58308414262
25.8767, -34.06, 2022-09-06 21:07:21.285551, 27581.003829244673
30.4932, -29.279, 2022-09-06 21:09:01.799969, 27578.450108264828
34.8623, -24.019, 2022-09-06 21:10:42.354055, 27431.529915892486
38.9579, -18.112, 2022-09-06 21:12:22.899140, 27569.490867591026
42.6712, -11.4659, 2022-09-06 21:14:03.410541, 27578.481985180704
45.897, -3.9846, 2022-09-06 21:15:43.934655, 27572.374161019783
48.5037, 4.33, 2022-09-06 21:17:24.462134, 27434.47135089613
50.3919, 13.4993, 2022-09-06 21:19:04.994795, 27570.63362565878
51.4353, 23.2788, 2022-09-06 21:20:45.548818, 27565.78259473277
51.563, 33.3224, 2022-09-06 21:22:26.083419, 27571.809049680778
50.7659, 43.2143, 2022-09-06 21:24:06.647110, 27565.482691459045
49.0473, 52.8036, 2022-09-06 21:25:49.891153, 27520.587532689195
46.5961, 61.3741, 2022-09-06 21:27:30.465150, 27567.594325594426
43.5054, 69.0718, 2022-09-06 21:29:11.103345, 27553.56227050047
39.8984, 75.9173, 2022-09-06 21:30:51.641783, 27585.577530116145
35.9054, 81.9683, 2022-09-06 21:32:32.193869, 27446.60666506599
31.5771, 87.3997, 2022-09-06 21:34:12.771847, 27580.432301134402
27.0061, 92.2968, 2022-09-06 21:35:53.313011, 27593.385690942574
22.2513, 96.7691, 2022-09-06 21:37:33.842690, 27598.423803429712
17.36, 100.9144, 2022-09-06 21:39:14.350638, 27605.42472665738
12.3958, 104.8, 2022-09-06 21:40:54.934129, 27447.855136900787
7.3416, 108.541, 2022-09-06 21:42:35.509149, 27586.030820202886
2.2509, 112.1871, 2022-09-06 21:44:16.089622, 27580.3987618822
-2.8504, 115.8041, 2022-09-06 21:45:56.651043, 27581.926440964176
-7.9365, 119.4565, 2022-09-06 21:47:37.274206, 27559.599756520343
-13.0308, 123.248, 2022-09-06 21:49:19.032822, 27515.623691987243
-18.0283, 127.195, 2022-09-06 21:50:59.562516, 27706.27766622783
-22.8732, 131.3513, 2022-09-06 21:52:40.354509, 27352.345704689942
-27.5995, 135.8641, 2022-09-06 21:54:20.893503, 27548.20008566785
-32.1345, 140.812, 2022-09-06 21:56:01.445245, 27534.352057910015
-36.4186, 146.305, 2022-09-06 21:57:42.017721, 27519.335374497943
-40.3766, 152.4599, 2022-09-06 21:59:22.583833, 27510.609053731423
-43.8999, 159.3514, 2022-09-06 22:01:03.119265, 27372.498505585696
-46.914, 167.1288, 2022-09-06 22:02:43.640172, 27504.997379371995
-49.2775, 175.7693, 2022-09-06 22:04:24.191996, 27490.914496835216
-50.8682, -174.8379, 2022-09-06 22:06:04.679061, 27501.558794027376
-51.5914, -164.8001, 2022-09-06 22:07:46.933564, 27425.752809263508
-51.3759, -154.7961, 2022-09-06 22:09:27.481323, 27479.676342429535
-50.2623, -145.1371, 2022-09-06 22:11:07.994713, 27354.59035638595
-48.3137, -136.0588, 2022-09-06 22:12:48.550860, 27478.642821580608
-45.6461, -127.8001, 2022-09-06 22:14:29.050776, 27497.065571122777
-42.3841, -120.412, 2022-09-06 22:16:09.572513, 27495.93113006654
-38.6458, -113.8472, 2022-09-06 22:17:50.087825, 27504.90981594562
-34.5551, -108.0354, 2022-09-06 22:19:30.571218, 27381.91350516406
-30.1548, -102.8021, 2022-09-06 22:21:11.137742, 27504.343315758673
-25.5322, -98.0635, 2022-09-06 22:22:51.641384, 27529.887919485227
-20.7414, -93.7146, 2022-09-06 22:24:32.189906, 27526.17732754477
-15.8512, -89.6819, 2022-09-06 22:26:12.728151, 27398.743917804273
-10.8481, -85.8427, 2022-09-06 22:27:53.242281, 27551.493701390275
-5.7875, -82.1443, 2022-09-06 22:29:33.771315, 27553.834397750605
-0.697, -78.5188, 2022-09-06 22:31:14.298191, 27559.533573672663
4.3727, -74.9193, 2022-09-06 22:32:54.814611, 27431.287693722734
9.4467, -71.2459, 2022-09-06 22:34:35.333255, 27571.759997899153
14.4725, -67.4496, 2022-09-06 22:36:15.831036, 27579.795424847867
19.4205, -63.458, 2022-09-06 22:37:56.381508, 27568.303281891596
24.2559, -59.191, 2022-09-06 22:39:36.912886, 27575.066567578724
28.9139, -54.5821, 2022-09-06 22:41:17.411319, 27446.832440531114
33.3896, -49.4832, 2022-09-06 22:42:57.940152, 27574.14561606618
37.5952, -43.8025, 2022-09-06 22:44:38.443443, 27581.028215958817
41.4319, -37.4554, 2022-09-06 22:46:18.959660, 27439.70222110616
44.8399, -30.2725, 2022-09-06 22:47:59.480320, 27573.937037105323
47.6832, -22.2177, 2022-09-06 22:49:39.993835, 27575.776406584035
49.9057, -12.9411, 2022-09-06 22:51:23.129806, 27945.414829142494
51.2099, -3.3646, 2022-09-06 22:53:04.976379, 27079.602599835434
51.6231, 6.6407, 2022-09-06 22:54:45.518701, 27568.83630747892
51.1071, 16.6234, 2022-09-06 22:56:26.069517, 27568.96900270513
49.6983, 26.1837, 2022-09-06 22:58:06.597680, 27576.472536352812
47.4874, 35.0302, 2022-09-06 22:59:47.126983, 27579.396721320056
44.6109, 42.9828, 2022-09-06 23:01:27.662123, 27443.741692244337
41.1648, 50.1082, 2022-09-06 23:03:08.192627, 27586.347036256964
37.277, 56.4339, 2022-09-06 23:04:48.730789, 27587.10716662237
33.0444, 62.0688, 2022-09-06 23:06:29.275754, 27590.130390011425
28.5468, 67.1307, 2022-09-06 23:08:09.819958, 27591.847653827994
23.8711, 71.7106, 2022-09-06 23:09:50.338118, 27463.43902748912
19.0209, 75.9561, 2022-09-06 23:11:30.851753, 27604.798082779227
14.0607, 79.9329, 2022-09-06 23:13:11.361079, 27606.021682290953
9.0249, 83.7204, 2022-09-06 23:14:51.885304, 27600.22336833799
3.9685, 87.3727, 2022-09-06 23:16:32.409271, 27461.267500196413
-1.1323, 90.9924, 2022-09-06 23:18:12.911297, 27600.608322011896
-6.2264, 94.6257, 2022-09-06 23:19:53.437999, 27588.144343543358
